"AppDisplayName","AppId","AppliedConditionalAccessPolicies","ClientAppUsed","ConditionalAccessStatus","CorrelationId","CreatedDateTime","DeviceDetail","IPAddress","Id","IsInteractive","Location","ResourceDisplayName","ResourceId","RiskDetail","RiskEventTypes","RiskEventTypesV2","RiskLevelAggregated","RiskLevelDuringSignIn","RiskState","Status","UserDisplayName","UserId","UserPrincipalName","AdditionalProperties"
"Microsoft Graph Command Line Tools","14d82eec-204b-4c2f-b7e8-296a70dab67e","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAppliedConditionalAccessPolicy[]","Mobile Apps and Desktop clients","success","9f833ad2-971d-4b07-a0a7-703abb8aa972","13/11/2025 12:41:11 pm","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDeviceDetail","103.17.148.99","eee7c613-a7f4-4e14-bbaf-fca2d4fc3700","True","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","Microsoft Graph","00000003-0000-0000-c000-000000000000","none","System.String[]","System.String[]","none","none","none","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInStatus","MOD Administrator","1294d56a-44de-4fb0-be8a-106614ffe700","admin@m365x42245433.onmicrosoft.com","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"Microsoft Graph Command Line Tools","14d82eec-204b-4c2f-b7e8-296a70dab67e","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAppliedConditionalAccessPolicy[]","Mobile Apps and Desktop clients","success","3da2caf1-90c4-432a-853d-e6e7f41d93a6","13/11/2025 12:40:51 pm","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDeviceDetail","103.17.148.99","3d3d0ee0-7042-4a35-928d-ab9d79fa2b00","True","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","Microsoft Graph","00000003-0000-0000-c000-000000000000","none","System.String[]","System.String[]","none","none","none","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInStatus","MOD Administrator","1294d56a-44de-4fb0-be8a-106614ffe700","admin@m365x42245433.onmicrosoft.com","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"Microsoft Graph Command Line Tools","14d82eec-204b-4c2f-b7e8-296a70dab67e","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAppliedConditionalAccessPolicy[]","Mobile Apps and Desktop clients","success","3da2caf1-90c4-432a-853d-e6e7f41d93a6","13/11/2025 12:40:44 pm","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDeviceDetail","103.17.148.99","77eaf78c-ee45-436b-8567-c1b3e9d65800","True","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","Microsoft Graph","00000003-0000-0000-c000-000000000000","none","System.String[]","System.String[]","none","none","none","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInStatus","MOD Administrator","1294d56a-44de-4fb0-be8a-106614ffe700","admin@m365x42245433.onmicrosoft.com","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"Azure Portal","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAppliedConditionalAccessPolicy[]","Browser","success","019a7d30-ab0f-7d39-9723-dbebe463ca09","13/11/2025 12:35:54 pm","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDeviceDetail","103.17.148.99","25c98007-ed46-4edf-b514-517575e62000","True","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","Azure Resource Manager","797f4846-ba00-4fd7-ba43-dac1f8f63013","none","System.String[]","System.String[]","none","none","none","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInStatus","MOD Administrator","1294d56a-44de-4fb0-be8a-106614ffe700","admin@m365x42245433.onmicrosoft.com","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"Azure Portal","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAppliedConditionalAccessPolicy[]","Browser","success","019a7d30-ab0f-7d39-9723-dbebe463ca09","13/11/2025 12:35:51 pm","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDeviceDetail","103.17.148.99","5ff278b8-2df9-4e68-b604-0df76a222e00","True","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","Azure Resource Manager","797f4846-ba00-4fd7-ba43-dac1f8f63013","none","System.String[]","System.String[]","none","none","none","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInStatus","MOD Administrator","1294d56a-44de-4fb0-be8a-106614ffe700","admin@m365x42245433.onmicrosoft.com","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"Graph Explorer","de8bc8b5-d9f9-48b1-a8ad-b748da725064","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAppliedConditionalAccessPolicy[]","Browser","success","019a7d24-7fdc-7c90-9380-6150cc760d7a","13/11/2025 12:16:30 pm","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDeviceDetail","103.17.148.99","f600c4cc-5206-4a0c-a0ae-051833592200","True","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","Microsoft Graph","00000003-0000-0000-c000-000000000000","none","System.String[]","System.String[]","none","none","none","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInStatus","MOD Administrator","1294d56a-44de-4fb0-be8a-106614ffe700","admin@m365x42245433.onmicrosoft.com","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"Graph Explorer","de8bc8b5-d9f9-48b1-a8ad-b748da725064","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAppliedConditionalAccessPolicy[]","Browser","success","019a6f1e-2c3b-78e3-8091-89c1425f0f62","10/11/2025 6:54:20 pm","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDeviceDetail","103.17.149.164","817ccb7c-1f89-434a-b5f6-e6f96e6b8f00","True","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","Microsoft Graph","00000003-0000-0000-c000-000000000000","none","System.String[]","System.String[]","none","none","none","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInStatus","MOD Administrator","1294d56a-44de-4fb0-be8a-106614ffe700","admin@m365x42245433.onmicrosoft.com","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"Graph Explorer","de8bc8b5-d9f9-48b1-a8ad-b748da725064","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAppliedConditionalAccessPolicy[]","Browser","success","019a6f1e-2c3b-78e3-8091-89c1425f0f62","10/11/2025 6:54:13 pm","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDeviceDetail","103.17.149.164","33023ee0-d695-42c7-98b6-8a2ba2cf2e00","True","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","Microsoft Graph","00000003-0000-0000-c000-000000000000","none","System.String[]","System.String[]","none","none","none","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInStatus","MOD Administrator","1294d56a-44de-4fb0-be8a-106614ffe700","admin@m365x42245433.onmicrosoft.com","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"Graph Explorer","de8bc8b5-d9f9-48b1-a8ad-b748da725064","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAppliedConditionalAccessPolicy[]","Browser","success","019a6f1d-b5a7-7ec8-8ae5-3f49cd87499f","10/11/2025 6:53:50 pm","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDeviceDetail","103.17.149.164","2633568c-4b9a-41fc-9c58-d6094f3ba700","True","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","Microsoft Graph","00000003-0000-0000-c000-000000000000","none","System.String[]","System.String[]","none","none","none","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInStatus","MOD Administrator","1294d56a-44de-4fb0-be8a-106614ffe700","admin@m365x42245433.onmicrosoft.com","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"Graph Explorer","de8bc8b5-d9f9-48b1-a8ad-b748da725064","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAppliedConditionalAccessPolicy[]","Browser","success","019a6f1d-b5a7-7ec8-8ae5-3f49cd87499f","10/11/2025 6:53:43 pm","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDeviceDetail","103.17.149.164","7010013e-274f-4c15-988b-cc76628f0f00","True","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","Microsoft Graph","00000003-0000-0000-c000-000000000000","none","System.String[]","System.String[]","none","none","none","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInStatus","MOD Administrator","1294d56a-44de-4fb0-be8a-106614ffe700","admin@m365x42245433.onmicrosoft.com","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"Graph Explorer","de8bc8b5-d9f9-48b1-a8ad-b748da725064","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAppliedConditionalAccessPolicy[]","Browser","success","019a6f1c-b376-7dce-a608-c38ef8a073dc","10/11/2025 6:52:41 pm","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDeviceDetail","103.17.149.164","2c2d400a-1adb-48ff-a20a-79c9023a0f00","True","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","Microsoft Graph","00000003-0000-0000-c000-000000000000","none","System.String[]","System.String[]","none","none","none","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInStatus","MOD Administrator","1294d56a-44de-4fb0-be8a-106614ffe700","admin@m365x42245433.onmicrosoft.com","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"Graph Explorer","de8bc8b5-d9f9-48b1-a8ad-b748da725064","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAppliedConditionalAccessPolicy[]","Browser","success","019a6f1c-b376-7dce-a608-c38ef8a073dc","10/11/2025 6:52:34 pm","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDeviceDetail","103.17.149.164","38367119-c8da-4dec-88f5-53409bcd0d00","True","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","Microsoft Graph","00000003-0000-0000-c000-000000000000","none","System.String[]","System.String[]","none","none","none","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInStatus","MOD Administrator","1294d56a-44de-4fb0-be8a-106614ffe700","admin@m365x42245433.onmicrosoft.com","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"Graph Explorer","de8bc8b5-d9f9-48b1-a8ad-b748da725064","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAppliedConditionalAccessPolicy[]","Browser","success","019a6f13-a77f-75c9-ae3c-16f2c001b83d","10/11/2025 6:42:52 pm","Microsoft.Graph.PowerShell.Models.MicrosoftGraphDeviceDetail","103.17.149.164","6f2fd994-ca8e-4067-8427-33e88a9a0300","True","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","Microsoft Graph","00000003-0000-0000-c000-000000000000","none","System.String[]","System.String[]","none","none","none","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInStatus","MOD Administrator","1294d56a-44de-4fb0-be8a-106614ffe700","admin@m365x42245433.onmicrosoft.com","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
